addr,clCd,clCdNm,cmdcGdrCnt,cmdcIntnCnt,cmdcResdntCnt,cmdcSdrCnt,detyGdrCnt,detyIntnCnt,detyResdntCnt,detySdrCnt,drTotCnt,emdongNm,estbDd,hospUrl,mdeptGdrCnt,mdeptIntnCnt,mdeptResdntCnt,mdeptSdrCnt,pnursCnt,postNo,sgguCd,sgguCdNm,sidoCd,sidoCdNm,telno,XPos,YPos,yadmNm,ykiho
"서울특별시 금천구 시흥대로 414, 202호 (독산동)",31,의원,0,0,0,0,0,0,0,0,1,독산동,20190920,,0,0,0,1,0,8576,110025,금천구,110000,서울,02-864-1672,126.8985831,37.4705748,연세길마취통증의학과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzExIyQyIyQ3IyQwMCQ0NjEwMDIjNjEjJDEjJDQjJDgz
"서울특별시 영등포구 여의대방로 55, 신길프라자 5층 (신길동)",31,의원,0,0,0,0,0,0,0,0,1,신길동,20260113,,0,0,0,1,0,7435,110013,영등포구,110000,서울,02-834-8575,126.9128244,37.4967306,연세길재활의학과의원,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzMxIyQxIyQzIyQ2MiQzNjEyMjIjODEjJDEjJDYjJDgz
"서울특별시 노원구 노원로34길 112, (상계동, 코럴빌딩)",31,의원,0,0,0,0,0,0,0,0,2,상계동,19910228,,0,0,0,2,0,1679,110022,노원구,110000,서울,02-936-2949,127.0663092,37.6639751,연세김&이소아과의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQ3IyQ4OSQzNjE4MzIjNDEjJDEjJDgjJDgz
"서울특별시 강서구 양천로57길 13, 7층 (가양동, 씨드가양플라자)",31,의원,0,0,0,0,0,0,0,0,1,가양동,20040209,,0,0,0,1,0,7527,110003,강서구,110000,서울,02-3665-8228,126.8520407,37.5636025,연세김안과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzIxIyQxIyQ5IyQ2MiQyNjEyMjIjNDEjJDEjJDgjJDgz
"서울특별시 강서구 강서로 267, 송화쇼핑센터 3층 (내발산동)",31,의원,0,0,0,0,0,0,0,0,1,내발산동,20230330,,0,0,0,1,0,7639,110003,강서구,110000,서울,02-2665-8270,126.835939,37.5496059,연세김종현비뇨의학과의원,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzUxIyQxIyQ1IyQ3MiQyNjE0ODEjNDEjJDEjJDgjJDgz
"서울특별시 송파구 올림픽로35길 45, 415~420호 (신천동)",31,의원,0,0,0,0,0,0,0,0,1,신천동,20260227,,0,0,0,1,0,5508,110018,송파구,110000,서울,02-6482-1234,127.1094233,37.5191414,연세김진석내과의원,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzMxIyQxIyQ3IyQ3OSQyNjEyMjIjNTEjJDEjJDYjJDgz
"서울특별시 강서구 공항대로 164, 류마타워 5층 504~8호 (마곡동)",31,의원,0,0,0,0,0,0,0,0,2,마곡동,20100520,,1,0,0,1,0,7807,110003,강서구,110000,서울,02-2666-3616,126.8255148,37.5593259,연세나눔의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzUxIyQxIyQxIyQ5OSQzNjE4MzIjODEjJDEjJDYjJDgz
"서울특별시 송파구 올림픽로37길 130, 파크리오 에이동 3층 301-1호 (신천동)",31,의원,0,0,0,0,0,0,0,0,1,신천동,20240305,,0,0,0,1,0,5507,110018,송파구,110000,서울,02-417-7797,127.1044351,37.520898,연세나루이비인후과의원,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzIxIyQxIyQ1IyQwMyQyNjEwMDIjODEjJDEjJDYjJDgz
"서울특별시 송파구 송파대로 404, 우일빌딩 2층 (송파동)",31,의원,0,0,0,0,0,0,0,0,1,송파동,20181130,,0,0,0,1,0,5667,110018,송파구,110000,서울,02-412-3370,127.1093318,37.5033741,연세나루정신건강의학과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzIxIyQxIyQ1IyQ3OSQyNjEwMDIjNDEjJDEjJDQjJDgz
"서울특별시 마포구 월드컵북로 502, 201호 (상암동, 월드컵파크프라자)",31,의원,0,0,0,0,0,0,0,0,1,상암동,20110307,,0,0,0,1,0,3918,110009,마포구,110000,서울,02-305-9500,126.8798702,37.5850443,연세나무소아청소년과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzExIyQxIyQ3IyQxMyQzNjEyMjIjNTEjJDEjJDIjJDgz
"서울특별시 성동구 성수이로 113, 4층 (성수동2가)",31,의원,0,0,0,0,0,0,0,0,1,성수동2가,20190402,,0,0,0,1,0,4794,110011,성동구,110000,서울,02-6953-5755,127.0571368,37.545153,연세나무정형외과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzUxIyQxIyQ1IyQ5OSQzNjE4MzIjNzEjJDEjJDgjJDgz
"서울특별시 구로구 개봉로3길 61, 2층 (개봉동)",31,의원,0,0,0,0,0,0,0,0,1,개봉동,20080227,,0,0,0,1,0,8353,110005,구로구,110000,서울,02-2625-2320,126.8528333,37.4860443,연세나우가정의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzIxIyQxIyQxIyQ4MiQyNjEyMjIjODEjJDEjJDYjJDgz
"서울특별시 중랑구 겸재로 121, 지층,2층 (면목동)",31,의원,0,0,0,0,0,0,0,0,1,면목동,20220321,,0,0,0,1,0,2147,110019,중랑구,110000,서울,02-492-7588,127.0813364,37.5871879,연세나이스 정형외과의원,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzIxIyQxIyQ5IyQ5OSQyNjE0ODEjODEjJDEjJDIjJDgz
"서울특별시 강서구 강서로 261, (내발산동)",31,의원,0,0,0,0,0,0,0,0,1,내발산동,19900119,,0,0,0,1,0,7639,110003,강서구,110000,서울,02-2692-7825,126.8359638,37.549193,연세내과의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQxIyQ3OSQ0NjEwMDIjNjEjJDEjJDAjJDgz
"서울특별시 강동구 양재대로 1603, (천호동)",31,의원,0,0,0,0,0,0,0,0,1,천호동,19971031,www.yswooclinic.com/,0,0,0,1,0,5306,110002,강동구,110000,서울,02-483-7825,127.1433765,37.5487942,연세내과의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzMxIyQxIyQzIyQxMyQ0NjEwMDIjNjEjJDEjJDAjJDgz
"서울특별시 노원구 노해로 492, 501호,502호 (상계동)",31,의원,0,0,0,0,0,0,0,0,1,상계동,19950915,,0,0,0,1,0,1751,110022,노원구,110000,서울,02-952-6671,127.0626968,37.6544635,연세내과의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQ1IyQ5OSQyNjE0ODEjNTEjJDEjJDIjJDgz
"서울특별시 구로구 구로동로26길 119, 정엽빌딩 4,5층 (구로동)",31,의원,0,0,0,0,0,0,0,0,1,구로동,19991025,,0,0,0,1,0,8312,110005,구로구,110000,서울,02-857-8275,126.8906419,37.4900723,연세내과의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQxIyQ3IyQ3MiQyNjE4MzIjNTEjJDEjJDYjJDgz
"서울특별시 마포구 굴레방로9길 2, 4층 (아현동)",31,의원,0,0,0,0,0,0,0,0,1,아현동,20000412,,0,0,0,1,0,4116,110009,마포구,110000,서울,02-313-4592,126.95552,37.5569233,연세내과의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzUxIyQxIyQxIyQwMyQ0NjEwMDIjNzEjJDEjJDgjJDgz
"서울특별시 강북구 솔샘로 203, 2층 (미아동)",31,의원,0,0,0,0,0,0,0,0,1,미아동,20011019,,0,0,0,1,0,1187,110024,강북구,110000,서울,02-981-8275,127.0151356,37.6203258,연세내과의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzUxIyQxIyQxIyQ5OSQyNjE0ODEjNjEjJDEjJDQjJDgz
"서울특별시 관악구 관악로 195, 411호 (봉천동)",31,의원,0,0,0,0,0,0,0,0,1,봉천동,20020201,,0,0,0,1,0,8745,110004,관악구,110000,서울,02-875-7557,126.9531143,37.4828207,연세내과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjEwMDIjNzEjJDEjJDgjJDgz
"서울특별시 양천구 중앙로 294, (신정동, 명성빌딩)",31,의원,0,0,0,0,0,0,0,0,1,신정동,20020328,,0,0,0,1,0,8026,110020,양천구,110000,서울,02-2606-0833,126.8520311,37.5225701,연세내과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzIxIyQxIyQxIyQ3OSQyNjEyMjIjNTEjJDEjJDYjJDgz
"서울특별시 성동구 고산자로 234, 8층 (행당동)",31,의원,0,0,0,0,0,0,0,0,1,행당동,20030228,http://www.yonseclinic.com/,0,0,0,1,0,4744,110011,성동구,110000,서울,02-2296-7582,127.0352721,37.5605386,연세내과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzUxIyQxIyQ1IyQ5OSQ0NjEwMDIjNDEjJDEjJDQjJDgz
"서울특별시 영등포구 양평로 24, 2층 (당산동6가, 수정빌딩)",31,의원,0,0,0,0,0,0,0,0,2,당산동6가,20040906,,0,0,0,2,0,7223,110013,영등포구,110000,서울,02-2068-6994,126.903739,37.5332486,연세내과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzQxIyQxIyQ3IyQwMyQ0NjEwMDIjNjEjJDEjJDgjJDgz
"서울특별시 동작구 동작대로29길 24, 3층 (사당동)",31,의원,0,0,0,0,0,0,0,0,3,사당동,20091008,http://www.doctor82.com/,0,0,0,3,0,6997,110008,동작구,110000,서울,534-8585,126.9807015,37.4882228,연세내과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzIxIyQxIyQ5IyQ4MiQyNjE0ODEjNjEjJDEjJDQjJDgz
"서울특별시 서초구 강남대로 521-4, (반포동, 태영빌딩)",31,의원,0,0,0,0,0,0,0,0,1,반포동,20160513,,0,0,0,1,0,6536,110021,서초구,110000,서울,02-511-0550,127.0221477,37.5085086,연세내과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzMxIyQxIyQ3IyQ4OSQ0NjEwMDIjNDEjJDEjJDgjJDgz
"서울특별시 은평구 불광로 59, 2층 (불광동, 나호)",31,의원,0,0,0,0,0,0,0,0,1,불광동,20171205,,0,0,0,1,0,3358,110015,은평구,110000,서울,02-6052-0475,126.9317584,37.6123382,연세내과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzIxIyQxIyQ1IyQ3OSQzNjEwMDIjODEjJDEjJDIjJDgz
"서울특별시 강서구 마곡중앙5로 81, 402.403호 (마곡동)",31,의원,0,0,0,0,0,0,0,0,1,마곡동,20150213,,0,0,0,1,0,7599,110003,강서구,110000,서울,02-6959-0107,126.8185936,37.567121,연세네오소아청소년과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzUxIyQxIyQ1IyQ4OSQyNjEwMDIjNDEjJDEjJDQjJDgz
"서울특별시 강남구 압구정로29길 72-1, 신사상가 1층 (압구정동)",31,의원,0,0,0,0,0,0,0,0,1,압구정동,20050624,,0,0,0,1,0,6004,110001,강남구,110000,서울,02-544-7535,127.028402,37.532288,연세노바의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQ3IyQwMyQyNjEyMjIjNDEjJDEjJDgjJDgz
"서울특별시 강남구 삼성로 620, 블래스톤리조트 5층 (삼성동)",31,의원,0,0,0,0,0,0,0,0,1,삼성동,20200224,,0,0,0,1,0,6085,110001,강남구,110000,서울,02-515-0879,127.0526451,37.5149738,연세노보비뇨의학과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzIxIyQyIyQ1IyQwMCQ0NjEwMDIjODEjJDEjJDIjJDgz
"서울특별시 영등포구 선유서로 117, 2층 (양평동3가, 월드프라자)",31,의원,0,0,0,0,0,0,0,0,1,양평동3가,20050406,http://www.ysnoble.com,0,0,0,1,0,7269,110013,영등포구,110000,서울,02-2678-7582,126.8861653,37.5261573,연세노블의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzExIyQxIyQzIyQ5MiQyNjE4MzIjNDEjJDEjJDgjJDgz
"서울특별시 송파구 마천로 53, 대경빌딩 501호 (오금동)",31,의원,0,0,0,0,0,0,0,0,1,오금동,20180727,,0,0,0,1,0,5657,110018,송파구,110000,서울,02-401-1175,127.1266733,37.5085536,연세노블재활의학과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzMxIyQxIyQ3IyQ4OSQ0NjE0ODEjODEjJDEjJDYjJDgz
"서울특별시 서초구 동작대로 44, 은혜빌딩 202호 (방배동)",31,의원,0,0,0,0,0,0,0,0,1,방배동,20260401,,0,0,0,1,0,6691,110021,서초구,110000,서울,02-6251-0100,126.9822305,37.4804056,연세뇌건강신경과의원,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzMxIyQxIyQ3IyQxMyQ0NjEwMDIjNjEjJDEjJDgjJDgz
"서울특별시 양천구 신월로 176, 2층 201,202호 (신월동)",31,의원,0,0,0,0,0,0,0,0,2,신월동,20260824,,0,0,0,2,0,8064,110020,양천구,110000,서울,02-2691-8277,126.8429366,37.5185514,연세뇌몸하나재활의학과신경과의원,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzUxIyQxIyQ1IyQ5OSQzNjE0ODEjNTEjJDEjJDYjJDgz
"서울특별시 동대문구 전농로10길 20, (답십리동, 청솔우성아파트 상가1동 210,211호 )",31,의원,0,0,0,0,0,0,0,0,1,답십리동,20080222,,0,0,0,1,0,2536,110007,동대문구,110000,서울,02-2245-2635,127.0595904,37.5748316,연세누리소아청소년과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzExIyQxIyQzIyQ4MiQyNjE4MzIjNDEjJDEjJDgjJDgz
"서울특별시 강동구 풍성로 136, 성내동삼성아파트 2층 203호 (성내동)",31,의원,0,0,0,0,0,0,0,0,1,성내동,20220718,,0,0,0,1,0,5394,110002,강동구,110000,서울,02-478-2300,127.1270112,37.5312731,연세누리의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzExIyQxIyQ3IyQ5MiQyNjEwMDIjODEjJDEjJDIjJDgz
"서울특별시 양천구 오목로 328, 4층 (목동)",31,의원,0,0,0,0,0,0,0,0,1,목동,20060331,http://childmind.co.kr,0,0,0,1,0,8006,110020,양천구,110000,서울,02-2647-7579,126.8738353,37.5244557,연세누리정신건강의학과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzIxIyQxIyQ1IyQ3MiQzNjEwMDIjNDEjJDEjJDgjJDgz
"서울특별시 마포구 마포대로 195, (아현동, 마포래미안푸르지오4단지 상가 4-220호, 4-219호 일부)",31,의원,0,0,0,0,0,0,0,0,2,아현동,20141027,,0,0,0,2,0,4129,110009,마포구,110000,서울,02-312-7582,126.9529188,37.5529598,연세뉴키즈소아청소년과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzQxIyQxIyQ3IyQxMyQyNjE4MzIjNDEjJDEjJDgjJDgz
"서울특별시 송파구 송파대로 422, (송파동, 영빌딩)",31,의원,0,0,0,0,0,0,0,0,2,송파동,20150624,,0,0,0,2,0,5667,110018,송파구,110000,서울,02-417-3331,127.1078702,37.5049953,연세늘봄정신건강의학과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzExIyQxIyQ3IyQ3OSQyNjE0ODEjODEjJDEjJDYjJDgz
"서울특별시 도봉구 도봉로 669, 이정빌딩 3층 302호 (방학동)",31,의원,0,0,0,0,0,0,0,0,1,방학동,20200518,,0,0,0,1,0,1346,110006,도봉구,110000,서울,02-955-9923,127.0423038,37.6642317,연세늘봄피부과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzMxIyQxIyQzIyQ5OSQyNjE4MzIjNjEjJDEjJDAjJDgz
"서울특별시 종로구 삼봉로 57, 호수빌딩 9층 (수송동)",31,의원,0,0,0,0,0,0,0,0,1,수송동,20220420,,0,0,0,1,0,3151,110016,종로구,110000,서울,02-723-7575,126.9804738,37.5725615,연세늘정신건강의학과의원,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzIxIyQxIyQ5IyQ5MiQyNjE4MzIjODEjJDEjJDYjJDgz
"서울특별시 성북구 한천로76다길 46, 4층 (석관동)",31,의원,0,0,0,0,0,0,0,0,1,석관동,20160517,,0,0,0,1,0,2781,110012,성북구,110000,서울,02-959-7575,127.0652557,37.6131029,연세다나아마취통증의학과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzMxIyQxIyQ3IyQ3OSQzNjEyMjIjNDEjJDEjJDQjJDgz
"서울특별시 종로구 종로 19, 322호,323호 (종로1가, 르메이에르종로타운)",31,의원,0,0,0,0,0,0,0,0,1,종로1가,20091208,http://jp.strikingly.com/,0,0,0,1,0,3157,110016,종로구,110000,서울,2075-5075,126.9798606,37.5708345,연세다나이비인후과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzMxIyQxIyQzIyQ2MiQyNjE0ODEjNzEjJDEjJDgjJDgz
"서울특별시 강남구 논현로 561, 2,3,4층 (역삼동)",31,의원,0,0,0,0,0,0,0,0,2,역삼동,20200103,,0,0,0,2,0,6125,110001,강남구,110000,서울,02-6205-0892,127.0340773,37.5061371,연세다엘마취통증의학과내과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzIxIyQxIyQxIyQ2MiQ0NjEwMDIjODEjJDEjJDYjJDgz
"서울특별시 마포구 양화로 66, 메디원 메디컬센터 7층 (서교동)",31,의원,0,0,0,0,0,0,0,0,1,서교동,20250122,,0,0,0,1,0,4044,110009,마포구,110000,서울,02-332-1550,126.9160813,37.550593,연세다온산부인과의원,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzUxIyQxIyQ1IyQ4MiQzNjE4MzIjNDEjJDEjJDgjJDgz
"서울특별시 중구 만리재로 177, 서울역한라비발디센트럴단지내상가 지하1층 10호 (만리동2가)",31,의원,0,0,0,0,0,0,0,0,1,만리동2가,20180306,,0,0,0,1,0,4501,110017,중구,110000,서울,02-313-7717,126.9652534,37.5549223,연세다온소아청소년과의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzUxIyQxIyQxIyQ5OSQzNjE4MzIjNTEjJDEjJDIjJDgz
"서울특별시 강남구 압구정로28길 25, 3층 (신사동)",31,의원,0,0,0,0,0,0,0,0,1,신사동,20171109,http://www.nhysps.com/,0,0,0,1,0,6030,110001,강남구,110000,서울,02-540-2900,127.0278537,37.5248319,연세다인성형외과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzUxIyQyIyQ1IyQwMCQ0NjEwMDIjNTEjJDEjJDIjJDgz
"서울특별시 동대문구 사가정로 148, 제138동 310-1, 310-2호 (전농동, 전농 SK아파트)",31,의원,0,0,0,0,0,0,0,0,1,전농동,20010227,http://dainmc.co.kr,1,0,0,0,0,2532,110007,동대문구,110000,서울,02-2245-7572,127.0605491,37.5769111,연세다인의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzUxIyQyIyQ1IyQwMCQyNjEwMDIjODEjJDEjJDYjJDgz
"서울특별시 광진구 면목로 173, 2층 (중곡동)",31,의원,0,0,0,0,0,0,0,0,1,중곡동,20121012,,1,0,0,0,0,4902,110023,광진구,110000,서울,02-467-1532,127.0826195,37.5686133,연세다인의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzIxIyQxIyQxIyQ5MiQzNjE0ODEjNjEjJDEjJDAjJDgz
"서울특별시 강남구 선릉로 50, 경빌딩 3층 (개포동)",31,의원,0,0,0,0,0,0,0,0,1,개포동,20250926,,0,0,0,1,0,6325,110001,강남구,110000,서울,02-529-1336,127.0595565,37.4837714,연세다정한365의원,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzIxIyQxIyQ1IyQwMyQzNjEyMjIjNjEjJDEjJDQjJDgz
"서울특별시 금천구 독산로93길 41, 2,3층 (독산동)",31,의원,0,0,0,0,0,0,0,0,1,독산동,20020608,http://simonch1.drline.net/index.asp,0,0,0,1,0,8543,110025,금천구,110000,서울,02-862-8300,126.9008982,37.473899,연세닥터스내과의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzMxIyQxIyQzIyQ3MiQyNjEwMDIjNjEjJDEjJDgjJDgz
"서울특별시 중구 통일로 10, 연세대학교 세브란스빌딩 4,5층 (남대문로5가)",31,의원,0,0,0,0,0,0,0,0,26,남대문로5가,19940427,,0,0,0,26,0,4527,110017,중구,110000,서울,02-1588-7757,126.9736575,37.5570913,연세대학교 세브란스헬스체크업의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzExIyQxIyQzIyQ5OSQ0NjEwMDIjNjEjJDEjJDAjJDgz
"서울특별시 강남구 테헤란로20길 10, 쓰리엠타워 6,7층 (역삼동)",31,의원,0,0,0,0,0,0,0,0,2,역삼동,20070418,,0,0,0,2,0,6235,110001,강남구,110000,서울,02-555-5941,127.0341706,37.4990707,연세더맑은내과의원,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzIxIyQxIyQ5IyQ4MiQzNjEyMjIjNjEjJDEjJDgjJDgz
"서울특별시 강남구 논현로 853, 지하1층,2층,3층,5층 (신사동)",31,의원,0,0,0,0,0,0,0,0,1,신사동,20180830,,0,0,0,1,0,6030,110001,강남구,110000,서울,02-6353-5000,127.0281101,37.5251091,연세더바로의원,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEyMjIjNjEjJDEjJDAjJDgz
"서울특별시 강북구 삼양로 502, 5~6층 (수유동)",31,의원,0,0,0,0,0,0,0,0,2,수유동,20240522,,0,0,0,2,0,1037,110024,강북구,110000,서울,02-6958-7375,127.014666,37.6479686,연세더바른마취통증의학과의원,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzMxIyQxIyQzIyQ2MiQyNjE0ODEjNjEjJDEjJDAjJDgz
"서울특별시 서초구 반포대로 111, 보광빌딩 4,5층 (서초동)",31,의원,0,0,0,0,0,0,0,0,3,서초동,20180622,,0,0,0,3,0,6656,110021,서초구,110000,서울,02-587-2330,127.0082219,37.4899947,연세더블유산부인과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzIxIyQxIyQxIyQ2MiQzNjE0ODEjNzEjJDEjJDgjJDgz
"서울특별시 양천구 오목로 344, 3층 (목동, 청학빌딩)",31,의원,0,0,0,0,0,0,0,0,2,목동,20160726,,0,0,0,2,0,8006,110020,양천구,110000,서울,02-2654-3500,126.8751431,37.5237531,연세더블유산부인과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzQxIyQxIyQ3IyQ4OSQzNjE0ODEjNzEjJDEjJDgjJDgz
"서울특별시 영등포구 여의나루로 42, 여의도종합상가 5층 505호 (여의도동)",31,의원,0,0,0,0,0,0,0,0,2,여의도동,20191230,,0,0,0,2,0,7328,110013,영등포구,110000,서울,02-6084-3575,126.9249738,37.5214704,연세더블유산부인과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzIxIyQxIyQxIyQ2MiQzNjE4MzIjNTEjJDEjJDIjJDgz
"서울특별시 성동구 왕십리로 327, 4층 (하왕십리동)",31,의원,0,0,0,0,0,0,0,0,2,하왕십리동,20091216,,0,0,0,2,0,4715,110011,성동구,110000,서울,02-2281-0045,127.0332569,37.5623974,연세더블유산부인과의원,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzMxIyQxIyQzIyQwMyQzNjE0ODEjNDEjJDEjJDgjJDgz
"서울특별시 노원구 동일로 1405, KB금융 노원Plaza 5층 (상계동)",31,의원,0,0,0,0,0,0,0,0,1,상계동,20231108,,0,0,0,1,0,1762,110022,노원구,110000,서울,02-933-8828,127.0601763,37.6538336,연세더블유산부인과의원,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzIxIyQxIyQxIyQ4OSQzNjEyMjIjNTEjJDEjJDIjJDgz
"서울특별시 강남구 선릉로86길 6, 2층 (대치동)",31,의원,0,0,0,0,0,0,0,0,1,대치동,20171214,https://blog.naver.com/yonseiw,0,0,0,1,0,6198,110001,강남구,110000,서울,02-501-7053,127.0503004,37.5030231,연세더블유여성의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzExIyQyIyQzIyQwMCQyNjEyMjIjNTEjJDEjJDYjJDgz
"서울특별시 송파구 석촌호수로 118, 규영빌딩 4층 (잠실동)",31,의원,0,0,0,0,0,0,0,0,1,잠실동,20260402,,0,0,0,1,0,5566,110018,송파구,110000,서울,02-2202-1222,127.0900425,37.5074428,연세더조은이비인후과의원,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzMxIyQxIyQ3IyQ5MiQzNjEyMjIjNzEjJDEjJDgjJDgz
"서울특별시 도봉구 도당로13길 9, 반석빌딩 3,4층 (방학동)",31,의원,0,0,0,0,0,0,0,0,1,방학동,20200625,,0,0,0,1,0,1356,110006,도봉구,110000,서울,02-954-2184,127.0355806,37.6651352,연세도깨비마취통증의학과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzIxIyQxIyQ1IyQ5MiQ0NjEwMDIjNDEjJDEjJDgjJDgz
"서울특별시 강남구 삼성로 14, S동 216,312,B108,B116호 (개포동, 개포자이 프레지던스)",31,의원,0,0,0,0,0,0,0,0,8,개포동,20240216,,0,0,0,8,0,6331,110001,강남구,110000,서울,02-459-2024,127.0716058,37.4851086,연세도우리소아청소년과의원,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzIxIyQxIyQ1IyQ2MiQzNjE0ODEjNjEjJDEjJDAjJDgz
"서울특별시 강동구 양재대로 1300, 2층 211호 (둔촌동, 올림픽파크포레온)",31,의원,0,0,0,0,0,0,0,0,5,둔촌동,20260423,,0,0,0,5,0,5410,110002,강동구,110000,서울,02-477-9119,127.1387939,37.5238599,연세도우리소아청소년과의원,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzQxIyQxIyQ3IyQ3MiQyNjEwMDIjODEjJDEjJDIjJDgz
"서울특별시 종로구 종로 344, 101-1, 202, 306호 (숭인동, 종로대우디오빌)",31,의원,0,0,0,0,0,0,0,0,2,숭인동,20240604,,0,0,0,2,0,3114,110016,종로구,110000,서울,02-2233-8275,127.0161059,37.5727249,연세동묘정형외과의원,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzMxIyQxIyQzIyQ5MiQyNjE0ODEjNjEjJDEjJDgjJDgz
